0,0.232
10,0.238
20,0.242
30,0.247
40,0.262
50,0.295
60,0.369
70,0.453
80,0.543
90,0.696
100,0.805
110,0.897
120,0.953
130,0.982
140,0.993
150,1
160,1
170,1
180,1
190,1
200,1
210,0.973
220,0.909
230,0.826
240,0.729
250,0.616
260,0.505
270,0.438
280,0.376
290,0.319
300,0.285
310,0.259
320,0.248
330,0.243
340,0.235
350,0.23
