0,0.08
10,0.1
20,0.2
30,0.35
40,0.5
50,0.8
60,1
70,1
80,1
90,1
100,1
110,1
120,1
130,1
140,1
150,1
160,1
170,1
180,1
190,1
200,1
210,1
220,0.73
230,0.7
240,0.67
250,0.66
260,0.62
270,0.52
280,0.4
290,0.285
300,0.21
310,0.18
320,0.14
330,0.12
340,0.11
350,0.08
360,0.08
